Translated_Tweet,Suicide
صباح الجميع,Not Suicide post
  اليوم قبل عام ، فقدت جارًا وصديقًا للانتحار ، لذا هنا اقتباس جعلني في أسوأ أوقات لي,Potential Suicide post 
  أم لا إذا أراد أن يقتله ، فقد قتل  ، لكنه لم يرغب,Potential Suicide post 
                    ,Not Suicide post
اضطررت للتو إلى   لإدخال  في   وجدها رغم ذلك,Not Suicide post
اوكوبين أخي الكبير حصل على وقت لي في يوم مجرد ليل على الأقل على الأقل ، لكن كاتلين قد يأتي ليتعلق معي,Not Suicide post
  عيد ميلاد سعيد للأسطوري نيل يونغ وهو يتحول اليوم ,Not Suicide post
   اسمي   أريدك أن تعرف أن آخر شيء ستراه على الإطلاق هو  الصارخ,Potential Suicide post 
               ,Not Suicide post
  نعم يمكن أن يكونوا بصوت عالٍ ، لذا يعتمد على مكان وجود مجففك ، لكنهم يتخلصون من المباراة الساكنة للغاية,Not Suicide post
شخص ما فقط يقتلني من فضلك,Potential Suicide post 
 خجول جدًا لذلك بالإضافة إلى أنه سرق عقلي بالفعل في نومي,Not Suicide post
   أنت لست للأسف لا آكل لأن الأشياء تسبب أنني أريد أن أعيش بضع سنوات لفترة أطول من تلك الأذكياء,Not Suicide post
مايلي سايروس نعم أفعل وأنا في بوسطن في معرض جامعي وليس ههههه المدرسة,Not Suicide post
مايك بيروس ليس لدينا  فقط لحضور الاحتفالات,Not Suicide post
     ,Not Suicide post
 يا نعم أنا بالتأكيد سعيد للغاية لأنه فحصها مرة أخرى في أي وقت   ,Not Suicide post
تم تنزيل تطبيق        ,Not Suicide post
أنا أكره نفسي حرفيًا لقراءة هذا الكتاب اللعين,Potential Suicide post 
من الأفضل أن تضيف  الحراس مرة أخرى ، ثم لا توجد طريقة غبية بما يكفي لإضافة هذا التغيير الكبير في اللعبة ثم ,Potential Suicide post 
           ,Not Suicide post
 وأسبوع واحد من أربعة أيام,Not Suicide post
     أنا لا أريد أسلحتك بجدية ، لست متأكدًا من من يفعل ,Potential Suicide post 
  سيتعين عليك استخدام  للشركة,Not Suicide post
كان إسبيرال يعود يوم الأحد أو الاثنين,Not Suicide post
لقد أدركت أنه في شهر واحد يمكنني الاحتفال بعيد ميلادي بمشاهدة فيلم ولفيرين ثم توقيت   لطيف,Not Suicide post
في عملية صنع دمية لا وأكوامها بشكل أفضل وكطلة,Not Suicide post
لورين بولوك مانشستر إنجلترا جايمر فيرس لا أريد أن أكون هنا بعد الآن,Potential Suicide post 
لا أستطيع الانتظار للحصول على وظيفة الأنف اللعينة هذه حتى أتمكن من أخذ صور شخصية جديدة لأنني أكره كل صورة واحدة لنفسي بما في ذلك ,Potential Suicide post 
 ,Not Suicide post
تحيات ,Not Suicide post
 هو ابن أحد أصدقائي,Not Suicide post
 الطقس أنا في باريس لنذهب ليكون يومًا جميلًا,Not Suicide post
أنا خيبة أمل مثيرة للاشمئزاز التي حصلت عليها بشكل واضح من خدي منتفخ وبطني في الواقع ,Potential Suicide post 
      نفس الشخص الذي كنت فيه العام الماضي,Not Suicide post
انهار تقريبا في الفصل لمجرد أن أكثر الأفكار السلبية هي الركل وأم سئت من العيش هههههههههههههههههههههههه,Potential Suicide post 
ما زلت أكرر لنفسي أقتل نفسك ، أقتل نفسك ، فافعل ذلك بالفعل ، أنا مستعد للاستماع إلى أفكاري الداخلية التي حاولت في الماضي ، لكن في اللحظة الأخيرة إما أن أعيش من خلالها فقط في مجلة من الألم ، أصبحت فاشلة أكبر أو لييمنع الجسدني عقلي يصرخ لأفعل ذلك ، لكن في بعض الأحيان يمنعني جسدي أحيانًا أن جسدي سيتخلى عن الحياة وأتمكنفي النهاية ، أحاول إغراق الأصوات بكل ما تركته في الموسيقى ، لكنني لا أهتم مؤخرًا بالاستماع إلى كل ما عليّ أن أفعله ما علق معي طوال حياتي ، فأنا مستعد للاستماع إلى الأصوات التي أنا على استعداد للاستماع إليهاتصرخ داخلي إذا كان من الأسهل الوصول إلى الأسلحة ، ستكون حياتي أكثر صعوبة ، لكنني لا أخرج بدلاً من ذلك إما بطريقة أكثر مؤلمًا ، آمل أن يستمر الآخرون في الحصول على الإرادة ، لكن للأسف أعتقد أنني فقدت أنني فقدتمِلكِي,Potential Suicide post 
 ,Not Suicide post
     ,Not Suicide post
طارق لم أكن أريد التفكير في الأمر,Not Suicide post
       لا أريد أن أكون هنا بعد الآن,Potential Suicide post 
    أنا أفكر في قناع الأكسجين الثلاثي  ,Not Suicide post
فقط فوكين اقتلني,Potential Suicide post 
يبدو أن  عثرت على كل البيرة,Not Suicide post
أريد فقط أن يكون لدي صديق أو مجموعة من الأصدقاء الذين لا يتركونني,Potential Suicide post 
  اليوم أي امرأة يمكنها التعامل مع الأطفال تلهمني,Not Suicide post
رجل الأعمال الصغير في رواد الأعمال ,Potential Suicide post 
  لم أضطر أبدًا إلى القيام بأكبر قدر من الرمي أو الكراهية التي يمكن أن أكون هادئًا وما زالت العاهرة تريد أن ميتة بهذا الكراهية الخالصة وأنا,Potential Suicide post 
   لقد تعبت بالفعل من هذا الأمر مثل العيش في منزل حيث يفوز الطفل المخادع المضطرب دائمًا أنه ليس ,Potential Suicide post 
صباح الخير ، تشرق الشمس وأنا ذاهب إلى الشاطئ مع عدد قليل من ,Not Suicide post
مريض   أنا أكره نفسي وأريد أن أموت,Potential Suicide post 
               ,Not Suicide post
  غريب جدا أنا أحب ذلك ,Not Suicide post
أنت بحاجة بجدية إلى التوقف,Potential Suicide post 
تونيتاي مرحبا شكرا على المتابعة هل انتهيت من فوب تريل,Not Suicide post
لا أريدهم أن يأتوا لحسابي حرفيًا هو الشيء الوحيد الذي يبقيني من خلال الوجود البائس الذي ,Potential Suicide post 
  أنا شخص محبة ورعاية,Not Suicide post
   أود أن أكون مرتبطًا على موقعك  ,Not Suicide post
 أينما كان اليوم يأخذنا في طريقك إلى   يستيقظ,Not Suicide post
كان نومي مضطربًا ، أتطلع إلى إنهاء مهنة اليوم,Not Suicide post
 حسنًا ، تقضي وقتًا كافيًا هناك قد تدعم عادتك أيضًا,Not Suicide post
داخل,Not Suicide post
تعبت من العيش يومًا بعد يوم مثل كل شيء على ما يرام,Potential Suicide post 
أنا فقط أريد حمايتك,Not Suicide post
لقد قمنا بزيارة من رأسنا الجميل اليوم لطيف,Not Suicide post
لقد سئنا من الحفل إلى الحفل ، لذلك أكلنا المعكرونة بدلاً من ذلك بعد أن أكلنا إميلي شاهد صورًا أن المطعم لديه ,Potential Suicide post 
  لقد وجدت للتو ملاحظة انتحارية أنا بخير كتبت في أبريل يبدو أن تواريخاتي كانت خاطئة هذا العام معلقين  يحتفظون به,Potential Suicide post 
 تذهب لك,Not Suicide post
       فيلم جيد حقًا,Not Suicide post
النشوة التي يحملها وول مارت الآن سامبازون,Not Suicide post
تم تكليفي للجلوس بجانب الطالب الأكثر روعة في صفي  ,Not Suicide post
  تهانينا   لكونه أحدث مؤلف لـ    يستمرون في الخلق في الكتابة و ,Not Suicide post
يتكون النجاح من الانتقال من الفشل إلى الفشل دون فقدان الحماس وينستون تشرشل اقتبس الثبات,Not Suicide post
   لا شك أن فوضى قسم الكراهية أوباما هي  ,Potential Suicide post 
لا أريد أن أكون هنا بعد الآن أن يكون والداي يضغط عليّ كثيرًا على الحصول على وظيفة مثل أن أتطلب ذلك ، ومع ذلك ، فإنهم يشكون من أنني لا أشعر بالراحة في أن أعيش في منزلي بعد الآن كل ما أريده هو مجرد المغادرة هنا من أجل الخير والذهاب إلى بلد آخر,Potential Suicide post 
 سخيف قتلني بالفعل لا أريد أن أكون هنا بعد الآن,Potential Suicide post 
قال إن لديه وظيفة ولكن لديه وقت لهذا القرف لا يمكن أن تنتظر لرؤيته في المرة القادمة التي أذهب فيها إلى جهاز ,Potential Suicide post 
التفكير في حساب مصرفي  هذه فكرة جيدة لتوفيرها,Not Suicide post
 أنا حقا أحب صورة لطيفة أيضا,Not Suicide post
سأفدت فقط أنت تنتظر وأرى كلماتي الأخيرة قبل موتي لكل من مهتم بالأسف ، لكنك أفضل حالًا دون أن تتعلم أن تعيش بدوني لن يكون الأمر صعبًا الآن سأموت,Potential Suicide post 
لكني أعلم أنك تريد أن تسمع عن امتحاناتاتي,Not Suicide post
أشعر أن خدرًا أكره وظيفتي ، أكره الاستيقاظ كل يوم ، ولا أشعر بشعورني أنني على تلقائي أوتوبليوت ، لقد تم التخلص منه منذ أشهر تقريبًا من علاقة لمدة عام تقريبًا ، لا شيء يهتفني بعد الآن أن والداي في حالة أخرى ، لذا لا يمكنني رؤيتهما كلما أناأريد أن لا أعرف إذا كان بإمكاني أن أنهي ذلك بنفسي ، لكنني أحلم بطرق أخرى مثل سيارة تضربني وقتلني على الفور أفكر في بعض الأحيان في تناول مجموعة من الحبوب والسماح بذلك,Potential Suicide post 
حصلت على  للطبيب ,Not Suicide post
 ليس بخير لول أنا حرفيًا لا أستطيع أن أشرح كل شيء حدث كثيرًا ، لا أريد أن أكون هنا بعد الآن ، حتى أن النقطة التي لا أستطيع حرفيًا لا أريد أن ينتهي كل شيء ، لا أستطيع التنفس بشكل صحيح بسبب مقدار البكاء الذي لا يمكنني فعله بعد الآن,Potential Suicide post 
 أعني أن حياتي بائسة لذلك أعتقد أن الضوء في نهاية النفق,Potential Suicide post 
ياهوب شكرا ديفيد,Not Suicide post
لم يكن يريدها أن تخرج مع رجل آخر,Not Suicide post
قطع معصمي والأسود الخاص بي ,Potential Suicide post 
      ,Not Suicide post
                  ,Potential Suicide post 
  بيض مخفوق  الجبن والخبز المحمص  أيضا آه هذا اليوم مدهش الآن إذا كان بإمكاني الحصول على المجفف فقط للعمل,Not Suicide post
الغجر,Not Suicide post
 أنا جميعًا من أجل الضريبة العادلة أو عجز بوش في شيء ما,Not Suicide post
القتل مع تقارير وسائل الإعلام السائدة  الحدوث المتزايد للحوت الفشل الذي تعرفه في النهاية سوف يصطدم أصدقاؤك,Not Suicide post
رؤية  يوم الخميس       ، مثل الصور   ,Not Suicide post
بينما أنا فوكين في ذلك  شراء قميص من فضلك,Not Suicide post
  ,Not Suicide post
أستطيع فقط أن أتخيل مقدار هذا هوارد الذي يريد أن يعرفه,Not Suicide post
آلات البيع لعنة الله هي كآبة لدرجة أن الوقوف عليهم في انتظار وجبة خفيفة صغيرة حزينة مثل بعض العاهرة بافلوفيان يوم الثلاثاء,Not Suicide post
لا أريد أن أكون هنا بعد الآن,Potential Suicide post 
لاحظت شيئًا مثيرًا للاهتمام حول هذه العواطف العاطفية,Not Suicide post
قد تعيش كل يوم من حياتك جوناثان سويفت,Not Suicide post
  ، حسنًا ، امسك كيف لا يمكن أن تكون هذه الأرقام صحيحة بعد الآن إذا كان الفيديو عمره أسبوعين من الجدول الزمني والتسجيل لا يتغير كثيرًا في غضون أسبوعين ، وإذا لم تهتم يال بالقيمة ، فلماذا فزت هنا في قسمكماذا تريد ايضا,Potential Suicide post 
  يتذكر الرئيس الأسطوري السابق    في عيد ميلاده الميمون,Not Suicide post
لقد سئمت من كل شيء من فضلك ، لذلك أريد أن أموت,Potential Suicide post 
 الطرق ليست الأوسع والسلاسة ولكن هناك بعض المناظر الواضحة الرائعة في الطريق إذا تحولت رأسك إلى اليمين,Not Suicide post
الآن لا يستطيعون ارتداء أحذيتهم لأي مؤتمر صحفي بفضل  ,Not Suicide post
فقط   أعني العطلات لا شيء لأقوم بصمت فقط أنا هاها أخيرًا وقتي الاسترخاء مع كتاب نموذجي بالنسبة لي ,Not Suicide post
مشاهدة هذا الصباح واتخاذ قرار ما يجب فعله مع نفسي اليوم أعتقد أنه سيستمر في البحث عن هذه الوظيفة المراوغة,Not Suicide post
  الرسمي يفوز في أسابيع تهانينا   ,Not Suicide post
الهدف أنا أحبك وأرسله في الوقت الحالي وتوازن البنوك الخاص بي يعجبه بأسلوب رائع للغاية جعل التسوق على غرار بأسعار معقولة,Not Suicide post
دوني ولبرغ محظوظ بالنسبة لي ، سأرى هذا العرض في نيويورك آمل أن تجلبه إلى أوروبا أيضًا في الخريف ، سأكون هناك أيضًا,Not Suicide post
أنا متعب جدًا اليوم أريد أن أضع في سرير مليء بالأولاد وأصبح فقط أصواتًا جيدة جدًا ربما تبدو أفضل,Not Suicide post
لدي مثل هذه العادة السيئة في مقارنة نفسي بالفتيات الأخريات اللعنة أنا أكره نفسي,Potential Suicide post 
نعم ، لقد سئمت من العيش بنفسي ,Potential Suicide post 
حزمة التحفيز   ,Not Suicide post
بدأت  تمامًا في تفجير  في   أمي ستقتلني ولكن من يهتم,Not Suicide post
   لا أريد أن أكون هنا بعد الآن,Potential Suicide post 
كان تيم فيشر في الحديث عن حبه لعائلته وعلى وجهه,Not Suicide post
كل ما أريد  هو العودة إلى المنزل والاستحمام اللعين والموت,Potential Suicide post 
                      ,Not Suicide post
  أنا  أكره اسم  لعنة أتمنى أن أسمي نفسي  هناك شخص واحد على الأقل في كل ألعاب ,Potential Suicide post 
مرحبا متابعين جدد,Not Suicide post
عفوًا مرة أخرى ، فهذا,Not Suicide post
يا رجل أريد أن ينجح سانشو هنا بشكل سيء للغاية ، يحتاج نجم فقط إلى تصديقه مرة أخرى,Not Suicide post
  هذا مجرد تألق تيم الخروج,Not Suicide post
هذا رائع للغاية ، مما يجعلني أرغب في الحصول على سيارة ذكية الآن وكوب من الشاي,Not Suicide post
             ,Not Suicide post
 هو نفسه هنا في نيوزيلندا يتطلعون إلى البدء مرة أخرى بالفعل ليلة رائعة,Not Suicide post
أنت تجعلني أبكي كل ليلة ولا تعرفها حتى,Potential Suicide post 
ألعاب في وقت متأخر من الليل مع أوقات المرح للرجال أمس كان يومًا رائعًا أيضًا,Not Suicide post
الليلة في المرة الأخيرة الرياضية ، سيحصل  على  ,Not Suicide post
 هو الاتجاه الأعلى الذي فوجئته ولكن لم أستطع أن أحبه أكثر,Not Suicide post
تتماشى خططنا بشكل جيد ، أنا سعيد جدًا بالفعل اليوم,Not Suicide post
يضحك لا أستطيع أن أصدق هجمات البراغيث دوجي ,Not Suicide post
بعض الناس يغردون الكثير من التخمين,Not Suicide post
شاي حليب النجوم واو ، أضيف ذلك إلى قائمة القرف الخاصة بي للاستماع إليها عندما أريد أن أموت,Potential Suicide post 
 بصراحة لا أريد أن أكون هنا بعد الآن,Potential Suicide post 
إن تشخيصي غير الرسمي هو اضطراب الفصام الثنائي القطب ، لقد كان كابوسًا مع الكثير من التجربة والخطأ مع كل أنواع العلاجات التي أدوي كوكتيل من حبوب منع الحمل في اليومالآن كل ما أعرفه هو أنني أريد أن يتوقف,Potential Suicide post 
عندما أموت ، أريد أن أحصل على خدمة النعش المغلقة في النصب التذكاري ، ثم أريدهم أن يلعبوا  يذهب,Potential Suicide post 
الاحتفال بانتصار مصرفي بسيط ، فقد حصل أحد على ذلك على أنه كان خطأ,Not Suicide post
ربما أكره نفسي,Potential Suicide post 
لقد سئمت من عيش الحياة العادية ,Potential Suicide post 
  لقد سئمت من العيش مثل هذا,Potential Suicide post 
 سعيد لأنك استمتعت به,Not Suicide post
لا أحد أنا لست سخيفًا ، حسنًا ، توقف عن السؤال عما إذا كنت أتوقف عن سؤالني ما هو الخطأ إذا كنت أعرف ثم معرف سخيف  ,Potential Suicide post 
 يا أشياء جيدة جدا هل يمكنك الحصول عليها على ,Not Suicide post
إذا كنت ترغب في الفوز أولاً ، فأنت بحاجة إلى فهم اللعبة التي تلعبها,Not Suicide post
  طفلي رائعتين للغاية,Not Suicide post
ويلكونلي شكرا للمساعدة في مشاركة حب ما بعد,Not Suicide post
من المثير للاهتمام أن نلاحظ كيف أن  مثل العلامة التجارية ، كل ما عليك هو تغريدة كلما اتبعنا المزيد من الناس على متابعة   ,Not Suicide post
 لدينا شخير في مسار تكنولوجيا المعلومات حقا مثير للاهتمام جدا,Not Suicide post
  كلاهما مشهور,Not Suicide post
 أحلامي الغريبة هي جزء من حياتي الآن وجعلني من أنا ,Not Suicide post
تعبت من عيش هذه الحياة الوحيدة,Potential Suicide post 
هيليكون الذي يدعو  ,Not Suicide post
عرفت  أنه حتى لو وصلت إلى حلمي ، فلن يكون كل شيء أحبه ، كنت مريضًا حتى نتمكن من الحصول على ,Potential Suicide post 
صباح الخير كل شخص أتمنى أن تكون بداية رائعة لهذا اليوم يرفع فنجان القهوة,Not Suicide post
 لقد كان ولدًا جيدًا جدًا ، وهو يبدو لطيفًا الآن إذا كان من الممكن أن يكون هناك شيء ممكن,Not Suicide post
أريد أن قتله,Not Suicide post
أقدر وكن ممتنًا لكل لحظة معينة وتعيش حياتك مع الحب  استمتع بالحياة الأصدقاء ,Not Suicide post
                   ,Potential Suicide post 
       ,Not Suicide post
 سيء للغاية تجعله عرضًا جيدًا,Not Suicide post
الجبهة الوظيفية لا تبدو قاتمة جدا اليوم,Not Suicide post
جدول عملي للأسبوع المقبل يجعلني أرغب في الموت ، لست مستعدًا,Potential Suicide post 
  ولكني ما زلت أتخيل أن والدي هو بعض النجم الأمريكي من مجرد بوم يبقيني سعيدًا,Not Suicide post
               ,Not Suicide post
  يا قلبي يؤلمني جدا أنا أحبك يا حبيبي جدا سيء  ,Not Suicide post
 يزحف من الجحيم ، لا أريد أن أكون هنا بعد الآن,Potential Suicide post 
يلعب  حصريًا  و  أنا أحبه,Not Suicide post
خارج العمل يقاوم الرغبة في العودة إلى المنزل وفقط النوم إلى الأبد ,Potential Suicide post 
 يتبع ,Not Suicide post
 الواجهة الفلدر أفضل بغض النظر عن الغرض,Not Suicide post
 الذي هو  أحب روح  كثيرا,Not Suicide post
أنا حقًا على وشك  لأن هذا الاختبار اللعين يا إلهي ، أنا أكره نفسي لعدم تذكره اليوم,Potential Suicide post 
 هل تعلم أن جو موجود هنا الآن,Not Suicide post
الآن حان الوقت لـ     لقضاء ليلة طويلة قادمة هذا هو كيف تعرف أنك تحبها,Not Suicide post
  كيف كان يومك,Not Suicide post
لا يهمني كم سيكون الأمر مخيفًا,Not Suicide post
الإغلاق أحب الصورة,Not Suicide post
أنا فقط لا أستطيع الانتظار حتى كل شباك شعب تناقص أبيض قديم يموت خارجًا ، لقد سئمت من     و    ,Potential Suicide post 
لقد حصل المنزل على  اليوم على نتائج عودة إلى  نعم ، لقد مرت سنوات لماذا أفكر دائمًا في  ,Not Suicide post
هل يمكنني الخروج بالفعل من العيش مع هذا الحاج القديم,Potential Suicide post 
حسنًا ، لكن دعنا نكون حقيقيين لماذا ما زلت هنا لا أظل سوى شخص لا جدير بالموهبة المزعجة,Potential Suicide post 
عملت وظيفتين في المدرسة حصلت على سيارة الخاصة بي على أن حياة بوو ستصبح جيدة بالنسبة لي الآن وأنا فقط,Not Suicide post
بطريق الخطأ ، فإن صبيتها الكاملة  ما يقرب من نصفها ,Not Suicide post
 هذا بالنسبة لك الشخص الذي يشعر وكأنه ليس لديه شخص لا يرى لماذا يجب أن يكون هنا بعد الآن,Potential Suicide post 
جميع المؤثرين يريدون أن يكونوا كوميديين وجميع الكوميديين يريدون أن يموتوا,Potential Suicide post 
     تحية لها عيد ميلاد سعيد في    ,Not Suicide post
عرض غرفة  السريعة يوم الخميس,Not Suicide post
سوف تبقي  ذلك في الاعتبار ، شكرًا لك على النصائح,Not Suicide post
بسببك   و  ,Not Suicide post
  المثليين المثليين على الوالدين ينطلقون مع تعصبهم ويتساءلون لماذا ينتهي بهم المطاف مع أطفال الحمار الميتة يستمرون في التصرف الغبي إذا كان ,Potential Suicide post 
يوم الثلاثاء غير الرسمي مرة أخرى للقطار جلس  بجواري اليوم ، هذا يعني أنني سأقضي يومًا جيدًا,Not Suicide post
 مرحبا بكم في تويتر,Not Suicide post
لويز لقد جئت إلى المكان الصحيح ، فأنا أمتلك شركة داخلية للمكاتب ، ما هو حجم مكتبك,Not Suicide post
أنا أعمل بجد,Potential Suicide post 
الذهاب إلى المرحاض لأنني يجب أن أتسرب لأكثر من ساعة الآن,Not Suicide post
  ولكن لا بأس أن تفخر بتقدمك حتى لو لم تكن بالضبط حيث تريد أن تكون أنت تصل إلى هناك,Not Suicide post
لذا اقطع معصمي وأسود عيني,Potential Suicide post 
   في حاجة ماسة إلى عملية زرع الكلى ، تحتاج إلى متبرع مباشر متطابق أنا بالفعل في نهاية الطريق الآن ، لذا أحتاج إلى ,Potential Suicide post 
توفي    ,Potential Suicide post 
    تم شراؤ,Potential Suicide post 
  عيد ميلاد سعيد لركوب أو يموت أتمنى أن يكون لديك أفضل عيد ميلاد على الإطلاق أحبك كثيرًا أتمنى أن تحب هذا الأمر,Not Suicide post
الصباح فقط أشاهد من الليلة الماضية في انتظار نص من صديقي,Not Suicide post
 لا ينبغي أن يتم دفع أي شخص إلى حد الانتحار وخاصة ليس من قبل أولئك الذين لم تفعلوا شيئًا سوى الاعتناء بهم,Not Suicide post
رائع جدًا ، شكرًا جزيلاً لدرجة أنه تم شحن الأشياء الخاصة بنا للتو ، لذا يجب أن يكون لدي أفضل ما لديك قريبًا,Not Suicide post
أنا يا إلهي أريد أن أموت فوكين أنا أكره نفسي أنا وحيد للغاية ,Potential Suicide post 
أوه نعم ، لقد نسيت ما هو اللباس الملون الذي يجب أن أحصل عليه للكرة,Not Suicide post
 صباح الخير شعور أكثر سعادة اليوم,Not Suicide post
ريني هل أسعى جاهداً من أجل أي شيء سوى الكمال ، اعتقدت أنك تعرفني أفضل من ذلك,Not Suicide post
لقد حصلت على سخيف أنني قد فعلت ذلك تقريبًا مع الفصل الدراسي ولكني أشعر أنه لا يوجد الكثير من القرف عليّ أن أشعر أنني أحب ,Potential Suicide post 
إذا كنت تريد منا أن نعتقد أنك تريد أن تكون أمريكيًا ، فمن المنطقي أن نتعلم اللغة الإنجليزية في أقل من سنوات,Potential Suicide post 
كان ليلا هذا الرد علي أو لنفسك  لن أقول إنك ترتكب العديد من الأخطاء,Not Suicide post
أشعر أنني في الأساس مجرد سجين في حياتي الخاصة ، أشعر أنني لا أملك أي  اليسار للذهاب إلى الخارج بشكل منتظم أو العثور على أي شيء يجعلني سعيدًا ، فأنا مجرد ميت تمامًا من الداخل والمزيف لأكون سعيدًا,Potential Suicide post 
ويمكنك أن تخبرني أنك آسف ولكني لا أصدقك يا حبيبي كما فعلت قبل أن لا آسف,Not Suicide post
بعد أن تم تجميد التأثيرات ولم أكرر أنني لم أنقذ تحريرتي ، أريد أن أموت بالفعل ، فقد استغرق الأمر ,Potential Suicide post 
 ترحيب يا أخي,Not Suicide post
  لدينا   إنه من الغريب أن يسبب ذلك نوعًا ما المضحك عندما يكتشف الناس أن خردةهم لا قيمة لها,Not Suicide post
 أعتقد أنني نفدت من نكت جاك باور أو بول أوكونيل أيضًا,Not Suicide post
   أتذكر هذا النزهة على قمة  مع النقانق المحترقة الخاصة بك,Not Suicide post
متى سوف يدمج   كمكون قياسي مثل  هل سأقدر ذلك حقًا,Not Suicide post
كان ديزني لاند رائعا للذهاب والتقاط البسيسات في دقيقة واحدة,Not Suicide post
 رواه ديف   لا يمكن أن يخطئ,Not Suicide post
الشيء الوحيد الذي أبقيني على قيد الحياة هو رحل ، أعتقد أنني أستطيع أن أقتل نفسي الآن,Potential Suicide post 
  أعتقد,Potential Suicide post 
فكرتي عن الجحيم ستكون إذا كانت هناك جنة أعني أنني أريد حقًا أن أكون ميتًا مرة واحدة,Potential Suicide post 
 نحن نعلم أنه ليس لدينا ملكة,Not Suicide post
 حقًا لم يعد بطل  أريد أن أموت,Potential Suicide post 
  من فضلك شخص ما يأتي سخيف قتلني أنا في الحب ,Potential Suicide post 
   آمل أن يأتي   هل يبدو أن ,Not Suicide post
من أجاب لا أستطيع رؤيته ولكن فقط قلت ما قلته وأذهب لرؤية  من إخراج جيمس وان في ديسمبر ,Potential Suicide post 
 يو أنا أعيش في جاكسونفيل دعنا نتناول الغداء,Not Suicide post
 ,Not Suicide post
معصم جدي ينزف سيئًا حقًا ، قام بقطعه في حادث ,Potential Suicide post 
  نعم الكثير من الإمكانات أعتقد أنهم كانوا يعملون على تطبيق  الخاص بهم منذ شهور الآن كيف حالك,Not Suicide post
  تهانينا على فوزه في بطولة  دانييل برايان والكعب ، لكنك ستحتاج إلى أكثر من حظ من أجله,Not Suicide post
  تحتفل بيدي على  الذكرى السنوية,Not Suicide post
صنع مخطط الكمبيوتر المدرسي الخاص بي,Not Suicide post
إنه لأني مجنون أن أغلقت نفسي على شخصين كنت قد انزلقت معهم لفترة طويلة ، وأنا أحبهم حتى الموت وأود أن أتعامل مع,Potential Suicide post 
اللعنة لقد نسيت أن  لديها إصدار منتصف الليل ، وقد سافرت حرفيًا إلى الماضي  أنا أكره نفسي,Potential Suicide post 
ألبوم الورك الجديد اليوم يصل إلى فينيل الأسبوع المقبل,Not Suicide post
أنا جالس في برجر كينج مع بلدي  على الطاولة أمامي,Not Suicide post
دارين كاغان مساء الخير من الجزء الخاص بي من العالم أبو ظبي جي إم تي,Not Suicide post
أنا أكره اسمي  لعنة أتمنى أن أسمي نفسي  هناك شخص واحد على الأقل في كل  ,Potential Suicide post 
 لم تحصل على المذكرة لأنه عندما أخبرتك أنك على الأرجح كنت في حالة سكر ليس مشكلتي ولكنك مرحب بك,Not Suicide post
يتم عبور أصابع  بحزم لك أي نصيحة أعطني الصراخ,Not Suicide post
لا أرغب في العودة إلى المدرسة ، لا أريد أن أقود السيارة هناك ، لا أريد القيام بهذا المشروع الغبي ، أنا فقط ,Potential Suicide post 
  آسف إذا كنت أريد حقًا أن تنتهي حياتي أنا آسف ، لقد شربت أسبوعًا مستقيمًا ، أنا آسف ، لكن من الصعب أن أقول أنه سيكون على ما يرام عندما لم تكن حياتي على ما يرام,Potential Suicide post 
آلان كوستيلو الذي تم إرساله في  في وقت لاحق منذ أن فاتتك كلمات أيام الجمعة تمامًا,Not Suicide post
تعتقد أنها عثرت على مجموعة جيدة لمساعدتها على إعادة التركيز,Not Suicide post
كان بداية جيدة اليوم,Not Suicide post
خرجت للتو من الفيلم كان لديه بعض الضحك أنا اللفتنانت كولبيرت,Not Suicide post
  يأمل ذلك بالمناسبة إذا كنت تريد أن نتمكن من تناول العشاء يوم الخميس,Not Suicide post
              ,Not Suicide post
 أرى أنك متعلم سريع لول ، لقد ذهبت إلى أي رسائل إلى بضع صفحات ممتلئة في ليلة واحدة فقط ، اذهب إلى رأس السيدة سونيا,Not Suicide post
                       ,Not Suicide post
   أعتقد أنني قد أستمتع أيضًا,Not Suicide post
حاولت أن أكون جيدًا ولا أشتري الطعام ولكني ميت الحمار أريد    و  ,Potential Suicide post 
               ,Not Suicide post
سيكون لدي بطاقة مخطط ستان ليس لأنني أريدها ولكن لأنها الطريقة الوحيدة بالنسبة لي للوصول إلى الأموال التي ربحتها,Not Suicide post
القرف العام ما هي نقطة الحياة اللعينة إذا كنت غير قادر حرفيًا على تحقيق السعادة مثل اللعنة يا صاح ، أنا في حالة سكر وأشعر أنني أكثر وضوحًا من الرصين ، فأنا أعطي نفسي أسبوعًا واحدًا ، وإذا كنت لا أزال أشعر بالضيق الكامل كما كنت في الماضيبضع سنوات هذا ما فعلت,Potential Suicide post 
          ,Not Suicide post
                         ,Potential Suicide post 
 أعشق موسيقاك أنت موهوب للغاية,Not Suicide post
يمكن لـ  أن ينتهي الأمر مع كل شيء من  إلى صانع القهوة الخاص بي ، يحتوي على ,Potential Suicide post 
يواصل مشجعو باكستون العمل الجيد أن هذه السيدة الشابة موهوبة حقًا,Not Suicide post
لعنة وكيل مكتب التحقيقات الفيدرالي يجب أن أكرهني ، رأيت هذا حالما سألت نفسي ، هل أنت دائمًا متعب ,Potential Suicide post 
يركل مع بيرة ومشاهدة كل الأشياء نقرات كتكوت مبتذلة يجب أن نفعل ذلك بين الحين والآخر,Not Suicide post
                    ,Not Suicide post
كان العفو عن جاستنهايوارد مجرد إعلان صغير ، حيث اختبرت تويتر حاليًا لا تريد الخلط بين أي شخص,Not Suicide post
